ID_ATRATIVO_TURISTICO;DESCRICAO;CATEGORIA;TIPO_LOGRADOURO;LOGRADOURO;NUMERO;COMPLEMENTO;NOME_BAIRRO_POPULAR;LINK_SITE_REDE_SOCIAL;REF_LOCALIZACAO;GEOMETRIA
9;Mineirão - Estádio Governador Magalhães Pinto;ENTRETENIMENTO E LAZER;AVENIDA;ANTONIO ABRAHAO CARAM;1001;;São Luíz;"<a target=""_blank"" href=""http://www.estadiomineirao.com.br"">http://www.estadiomineirao.com.br</a>";;POINT (607699.06 7803144)
10;Parque Guanabara;ENTRETENIMENTO E LAZER;AVENIDA;OTACILIO NEGRAO DE LIMA;3333;;São Luíz;"<a target=""_blank"" href=""https://www.parqueguanabara.com/"">https://www.parqueguanabara.com/</a>";;POINT (606954.4 7803725.5)
11;Mercado Central;GASTRONOMIA E COMPRAS;AVENIDA;AUGUSTO DE LIMA;744;;Centro;"<a target=""_blank"" href=""https://mercadocentral.com.br/"">https://mercadocentral.com.br/</a>";;POINT (610609.1 7796692)
12;Mercado Novo;GASTRONOMIA E COMPRAS;AVENIDA;OLEGARIO MACIEL;742;;Centro;n/a;;POINT (610445.25 7796980.5)
13;CâmaraSete- Casa da Fotografia de Minas Gerais;CULTURAL;AVENIDA;AFONSO PENA;737;;Centro;"<a target=""_blank"" href=""http://fcs.mg.gov.br"">http://fcs.mg.gov.br</a>";;POINT (611152.9 7797059)
14;Sesc Palladium;CULTURAL;AVENIDA;AUGUSTO DE LIMA;420;;Centro;"<a target=""_blank"" href=""http://www.sescmg.com.br/wps/portal/sescmg/unidades/unidades_cultura/sesc_palladium"">http://www.sescmg.com.br/wps/portal/sescmg/unidades/unidades_cultura/sesc_palladium</a>";;POINT (610894.94 7796617.5)
15;Museu Inimá de Paula;CULTURAL;RUA;DA BAHIA;1201;;Centro;"<a target=""_blank"" href=""http://www.museuinimadepaula.org.br"">http://www.museuinimadepaula.org.br</a>";;POINT (611206.2 7796432)
16;Capela Nossa Senhora do Rosário;CULTURAL;RUA;SAO PAULO;759;;Centro;"<a target=""_blank"" href=""http://www.arquidiocesebh.org.br/catalogo/paroquia.php?id=277"">http://www.arquidiocesebh.org.br/catalogo/paroquia.php?id=277</a>";;POINT (610922.75 7796998)
17;Centro Cultural UFMG;CULTURAL;AVENIDA;SANTOS DUMONT;174;;Centro;"<a target=""_blank"" href=""http://www.ufmg.br/centrocultural"">http://www.ufmg.br/centrocultural</a>";;POINT (611423.8 7797434.5)
18;Complexo Casa do Conde (FUNARTE E IPHAN);CULTURAL;RUA;JANUARIA;68;;Centro;"<a target=""_blank"" href=""http://www.funarte.gov.br/regional/minas-gerais/"">http://www.funarte.gov.br/regional/minas-gerais/</a>";;POINT (611543.6 7797684.5)
19;Conservatório UFMG;CULTURAL;AVENIDA;AFONSO PENA;1534;;Centro;"<a target=""_blank"" href=""http://www.conservatorio.ufmg.br"">http://www.conservatorio.ufmg.br</a>";;POINT (611499.75 7796343)
20;Edifício Acaiaca;CULTURAL;AVENIDA;AFONSO PENA;867;;Centro;n/a;;POINT (611207.4 7796959.5)
21;Igreja São José;CULTURAL;RUA;DOS TUPIS;164;;Centro;"<a target=""_blank"" href=""http://www.igrejasaojose.org.br/a-paroquia/"">http://www.igrejasaojose.org.br/a-paroquia/</a>";;POINT (611089.44 7796843)
22;Museu de Artes e Ofícios;CULTURAL;PRACA;RUI BARBOSA;600;;Centro;"<a target=""_blank"" href=""http://www.maosesifiemg.com.br"">http://www.maosesifiemg.com.br</a>";;POINT (611648 7797399)
23;Cine Theatro Brasil Vallourec;ENTRETENIMENTO E LAZER;RUA;DOS CARIJOS;258;;Centro;"<a target=""_blank"" href=""http://www.cinetheatrobrasil.com.br"">http://www.cinetheatrobrasil.com.br</a>";;POINT (611169.2 7797111)
24;Palácio das Artes - Fundação Clóvis Salgado;ENTRETENIMENTO E LAZER;AVENIDA;AFONSO PENA;1537;;Centro;"<a target=""_blank"" href=""http://fcs.mg.gov.br/"">http://fcs.mg.gov.br/</a>";;POINT (611566.56 7796363.5)
25;Feira dos Produtores;GASTRONOMIA E COMPRAS;AVENIDA;CRISTIANO MACHADO;1950;;Cidade Nova;"<a target=""_blank"" href=""https://feiradosprodutores.com.br/"">https://feiradosprodutores.com.br/</a>";;POINT (612164.3 7800283.5)
26;Museu Giramundo;CULTURAL;RUA;VARGINHA;245;;Colégio Batista;"<a target=""_blank"" href=""http://www.giramundo.org"">http://www.giramundo.org</a>";;POINT (611286.7 7797934.5)
27;Museu de Ciências Naturais - PUC Minas;CULTURAL;AVENIDA;DOM JOSE GASPAR;290;;Coração Eucarístico;"<a target=""_blank"" href=""http://portal.pucminas.br/museu_novo/destaques.php"">http://portal.pucminas.br/museu_novo/destaques.php</a>";;POINT (605685.44 7796792.5)
28;Mercado Distrital do Cruzeiro;GASTRONOMIA E COMPRAS;RUA;OURO FINO;452;;Cruzeiro;"<a target=""_blank"" href=""https://www.facebook.com/mercadodistritaldocruzeiro"">https://www.facebook.com/mercadodistritaldocruzeiro</a>";;POINT (612388.8 7794586.5)
29;Museu da Força Expedicionária Brasileira (FEB);CULTURAL;AVENIDA;FRANCISCO SALES;199;;Floresta;"<a target=""_blank"" href=""http://museus.cultura.gov.br/espaco/7417/"">http://museus.cultura.gov.br/espaco/7417/</a>";;POINT (611892.94 7797358)
30;Museu dos Militares Mineiros;CULTURAL;RUA;DOS AIMORES;698;;Funcionários;"<a target=""_blank"" href=""https://www.mg.gov.br/servico/visitar-o-museu-dos-militares-mineiros"">https://www.mg.gov.br/servico/visitar-o-museu-dos-militares-mineiros</a>";;POINT (611896.56 7795907)
31;Academia Mineira de Letras;CULTURAL;RUA;DA BAHIA;1466;;Lourdes;"<a target=""_blank"" href=""http://www.academiamineiradeletras.org.br"">http://www.academiamineiradeletras.org.br</a>";;POINT (611094.25 7796168)
32;Espaço Cultural Escola de Design – UEMG;CULTURAL;RUA;GONCALVES DIAS;1400;;Lourdes;"<a target=""_blank"" href=""http://ed.uemg.br/extensao/espaco-cultural/"">http://ed.uemg.br/extensao/espaco-cultural/</a>";;POINT (611120.5 7795830.5)
63;Feira de Flores e Plantas Naturais;GASTRONOMIA E COMPRAS;;;;;;"<a target=""_blank"" href=""https://prefeitura.pbh.gov.br/centro-sul/feira-de-plantas-e-flores-naturais"">https://prefeitura.pbh.gov.br/centro-sul/feira-de-plantas-e-flores-naturais</a>";Avenida Carandaí entre Avenida Brasil e Rua Ceará;POINT (612201.75 7796098.5)
64;Serra do Curral;NATURAL;;;;;;n/a;Praça Estado de Israel;POINT (613705.8 7792528.5)
65;Viaduto Santa Tereza;CULTURAL;;;;;;n/a;Entre Rua da Bahia e Sapucai;POINT (611467.6 7796996)
66;Palácio da Liberdade;CULTURAL;;;;;;"<a target=""_blank"" href=""http://www.circuitoliberdade.mg.gov.br/pt-br/"">http://www.circuitoliberdade.mg.gov.br/pt-br/</a>";Praça da Liberdade;POINT (611094.5 7795520)
67;Mirante de Arte Urbana da Rua Sapucaí;CULTURAL;;;;;;"<a target=""_blank"" href=""http://cura.art/"">http://cura.art/</a>";"Rua Sapucai; s/n";POINT (611775.7 7797532)
68;Mirante do Mangabeiras;ENTRETENIMENTO E LAZER;;;;;;"<a target=""_blank"" href=""https://prefeitura.pbh.gov.br/fundacao-de-parques-e-zoobotanica/informacoes/parques/mirante-do-mangabeiras"">https://prefeitura.pbh.gov.br/fundacao-de-parques-e-zoobotanica/informacoes/parques/mirante-do-mangabeiras</a>";Entre a Praça do Papa e Parque Mangabeiras;POINT (613755.1 7793387)
69;Arquivo Público da Cidade de Belo Horizonte;CULTURAL;RUA;DO ITAMBE;227;;Floresta;"Rede social: <a target=""_blank"" href=""https://www.facebook.com/apcbh"">https://www.facebook.com/apcbh</a>
Portal PBH: <a target=""_blank"" href=""https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/arquivo-publico"">https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/arquivo-publico</a>
Site BH Faz cultura <a target=""_blank"" href=""""></a>";;POINT (611813.25 7796936.5)
70;Biblioteca Infantil Juvenil De Belo Horizonte;CULTURAL;PRACA;RUI BARBOSA;50;;Centro;"Rede social: <a target=""_blank"" href=""https://www.facebook.com/bpijbh"">https://www.facebook.com/bpijbh</a>
Portal PBH: <a target=""_blank"" href=""https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/centros-culturais/bibliotecas"">https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/centros-culturais/bibliotecas</a>
Site BH Faz cultura <a target=""_blank"" href=""""></a>";;POINT (611595.75 7797479)
71;Centro Cultural Usina de Cultura;CULTURAL;RUA;DOM CABRAL;765;;Ipiranga;"Rede social: <a target=""_blank"" href=""https://www.facebook.com/UsinadeCultura"">https://www.facebook.com/UsinadeCultura</a>
Portal PBH: <a target=""_blank"" href=""https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/centros-culturais/usinadecultura"">https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/centros-culturais/usinadecultura</a>
Site BH Faz cultura <a target=""_blank"" href=""""></a>";;POINT (611877.94 7800785.5)
72;Biblioteca do Centro Cultural Usina de Cultura;CULTURAL;RUA;DOM CABRAL;765;;Ipiranga;"Rede social: <a target=""_blank"" href=""https://www.facebook.com/UsinadeCultura"">https://www.facebook.com/UsinadeCultura</a>
Portal PBH: <a target=""_blank"" href=""https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/centros-culturais/usinadecultura"">https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/centros-culturais/usinadecultura</a>
Site BH Faz cultura <a target=""_blank"" href=""""></a>";;POINT (611877.94 7800785.5)
73;Centro de Referência da Cultura Popular e Tradicional Lagoa Do Nado;CULTURAL;RUA;MINISTRO HERMENEGILDO DE BARROS;904;;Itapoã;"Rede social: <a target=""_blank"" href=""https://www.facebook.com/CentrodeReferenciaLagoadoNado"">https://www.facebook.com/CentrodeReferenciaLagoadoNado</a>
Portal PBH: <a target=""_blank"" href=""https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/centros-culturais/lagoa-do-nado"">https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/centros-culturais/lagoa-do-nado</a>
Site BH Faz cultura <a target=""_blank"" href=""""></a>";;POINT (608723.25 7806648)
74;Biblioteca do Centro de Referência da Cultura Popular e Tradicional Lagoa do Nado;CULTURAL;RUA;MINISTRO HERMENEGILDO DE BARROS;904;;Itapoã;"Rede social: <a target=""_blank"" href=""https://www.facebook.com/CentrodeReferenciaLagoadoNado"">https://www.facebook.com/CentrodeReferenciaLagoadoNado</a>
Portal PBH: <a target=""_blank"" href=""https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/centros-culturais/lagoa-do-nado"">https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/centros-culturais/lagoa-do-nado</a>
Site BH Faz cultura <a target=""_blank"" href=""""></a>";;POINT (608723.25 7806648)
75;Centro De Referência Da Memória De Venda Nova;CULTURAL;RUA;BOA VISTA;11;;São João Batista;"Rede social: <a target=""_blank"" href=""http://www.atividades relacionadas com o Centro Cultural Venda Nova"">http://www.atividades relacionadas com o Centro Cultural Venda Nova</a>
Portal PBH: <a target=""_blank"" href=""não tem link específico"">não tem link específico</a>
Site BH Faz cultura <a target=""_blank"" href=""""></a>";;POINT (609580.2 7808199.5)
76;"Casa Do Baile/Centro de Referência de Arquitetura; Urbanismo e Design ";CULTURAL;AVENIDA;OTACILIO NEGRAO DE LIMA;751;;Lagoa da Pampulha;"Rede social: <a target=""_blank"" href=""https://www.facebook.com/casadobaile.bh"">https://www.facebook.com/casadobaile.bh</a>
Portal PBH: <a target=""_blank"" href=""https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/museus/casadobaile"">https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/museus/casadobaile</a>
Site BH Faz cultura <a target=""_blank"" href=""""></a>";;POINT (607839.75 7804288.5)
77;Centro Cultural Alto Vera Cruz;CULTURAL;RUA;PADRE JULIO MARIA;1577;;Alto Vera Cruz;"Rede social: <a target=""_blank"" href=""https://www.facebook.com/CentroCulturalAltoVeraCruz"">https://www.facebook.com/CentroCulturalAltoVeraCruz</a>
Portal PBH: <a target=""_blank"" href=""https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/centros-culturais/altoveracruz"">https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/centros-culturais/altoveracruz</a>
Site BH Faz cultura <a target=""_blank"" href=""""></a>";;POINT (616243.1 7797578)
78;Biblioteca do Centro Cultural Alto Vera Cruz;CULTURAL;RUA;PADRE JULIO MARIA;1577;;Alto Vera Cruz;"Rede social: <a target=""_blank"" href=""https://www.facebook.com/CentroCulturalAltoVeraCruz"">https://www.facebook.com/CentroCulturalAltoVeraCruz</a>
Portal PBH: <a target=""_blank"" href=""https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/centros-culturais/altoveracruz"">https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/centros-culturais/altoveracruz</a>
Site BH Faz cultura <a target=""_blank"" href=""""></a>";;POINT (616243.1 7797578)
79;Centro Cultural Bairro das Indústrias;CULTURAL;RUA;DOS INDUSTRIARIOS;265;;Bairro das Indústrias I;"Rede social: <a target=""_blank"" href=""https://www.facebook.com/CentroCulturalBairrodasIndustrias"">https://www.facebook.com/CentroCulturalBairrodasIndustrias</a>
Portal PBH: <a target=""_blank"" href=""https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/centros-culturais/bairrodasindustrias"">https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/centros-culturais/bairrodasindustrias</a>
Site BH Faz cultura <a target=""_blank"" href=""""></a>";;POINT (604588.6 7792375)
80;Biblioteca do Centro Cultural Bairro das Indústrias;CULTURAL;RUA;DOS INDUSTRIARIOS;265;;Bairro das Indústrias I;"Rede social: <a target=""_blank"" href=""https://www.facebook.com/CentroCulturalBairrodasIndustrias"">https://www.facebook.com/CentroCulturalBairrodasIndustrias</a>
Portal PBH: <a target=""_blank"" href=""https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/centros-culturais/bairrodasindustrias"">https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/centros-culturais/bairrodasindustrias</a>
Site BH Faz cultura <a target=""_blank"" href=""""></a>";;POINT (604588.6 7792375)
81;Centro Cultural Jardim Guanabara;CULTURAL;RUA;JOAO ALVARES CABRAL;277;;Jardim Guanabara;"Rede social: <a target=""_blank"" href=""https://www.facebook.com/CentroCulturalJardimGuanabara"">https://www.facebook.com/CentroCulturalJardimGuanabara</a>
Portal PBH: <a target=""_blank"" href=""https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/centros-culturais/jardimguanabara"">https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/centros-culturais/jardimguanabara</a>
Site BH Faz cultura <a target=""_blank"" href=""""></a>";;POINT (611730.56 7807105.5)
82;Biblioteca do Centro Cultural Jardim Guanabara;CULTURAL;RUA;JOAO ALVARES CABRAL;277;;Jardim Guanabara;"Rede social: <a target=""_blank"" href=""https://www.facebook.com/CentroCulturalJardimGuanabara"">https://www.facebook.com/CentroCulturalJardimGuanabara</a>
Portal PBH: <a target=""_blank"" href=""https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/centros-culturais/jardimguanabara"">https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/centros-culturais/jardimguanabara</a>
Site BH Faz cultura <a target=""_blank"" href=""""></a>";;POINT (611730.56 7807105.5)
83;Centro Cultural Liberalino Alves de Oliveira;CULTURAL;AVENIDA;PRESIDENTE ANTONIO CARLOS;821;;Lagoinha;"Rede social: <a target=""_blank"" href=""https://www.facebook.com/CentroCulturalLiberalinoAlvesdeOliveira"">https://www.facebook.com/CentroCulturalLiberalinoAlvesdeOliveira</a>
Portal PBH: <a target=""_blank"" href=""https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/centros-culturais/liberalinoalves"">https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/centros-culturais/liberalinoalves</a>
Site BH Faz cultura <a target=""_blank"" href=""""></a>";;POINT (610402.8 7798716.5)
84;Biblioteca do Centro Cultural Liberalino Alves de Oliveira;CULTURAL;AVENIDA;PRESIDENTE ANTONIO CARLOS;821;;Lagoinha;"Rede social: <a target=""_blank"" href=""https://www.facebook.com/CentroCulturalLiberalinoAlvesdeOliveira"">https://www.facebook.com/CentroCulturalLiberalinoAlvesdeOliveira</a>
Portal PBH: <a target=""_blank"" href=""https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/centros-culturais/liberalinoalves"">https://prefeitura.pbh.gov.br/fundacao-municipal-de-cultura/centros-culturais/liberalinoalves</a>
Site BH Faz cultura <a target=""_blank"" href=""""></a>";;POINT (610402.8 7798716.5)
